X,E
300.0,59.832453717446484
303.7037037037037,59.666829165544435
307.4074074074074,59.49607669849791
311.1111111111111,59.34835781951591
314.81481481481484,59.04254951421944
318.51851851851853,59.009937702333254
322.22222222222223,58.78132515579781
325.9259259259259,58.483779743791544
329.6296296296296,58.16195097919521
333.3333333333333,57.71143902466058
337.03703703703707,57.28981477637003
340.74074074074076,56.89427469343434
344.44444444444446,56.43139866841948
348.14814814814815,56.329125493204195
351.85185185185185,56.36961906197434
355.55555555555554,56.38941830480623
359.25925925925924,56.68414140903543
362.96296296296293,57.110604540416496
366.6666666666667,57.96634169217295
370.3703703703704,58.58236497563077
374.0740740740741,59.00324486793958
377.77777777777777,59.1768836684607
381.48148148148147,59.563962213798185
385.1851851851852,59.89782366139241
388.8888888888889,60.07890778768741
392.5925925925926,59.922536821192985
396.2962962962963,59.893417556611624
400.0,59.9090583370145
403.7037037037037,60.112266993388474
407.4074074074074,60.34907709864098
411.1111111111111,60.47984749370328
414.8148148148148,60.85929396050039
418.51851851851853,61.06395279357692
422.22222222222223,61.36536081997206
425.9259259259259,61.47130254510758
429.6296296296296,61.39650224592987
433.33333333333337,60.96580302257737
437.03703703703707,60.594182866112
440.74074074074076,59.92401078967808
444.44444444444446,59.399410551693954
448.14814814814815,59.17748509689512
451.85185185185185,59.19483069365321
455.55555555555554,59.23436180004856
459.25925925925924,59.246828088864234
462.96296296296293,59.28419866415934
466.66666666666663,59.46121817225628
470.3703703703704,59.745030900413695
474.0740740740741,59.70153141441412
477.77777777777777,59.37493098112057
481.4814814814815,58.853720948807336
485.1851851851852,58.55541894318298
488.8888888888889,58.32783773267519
492.5925925925926,58.02757701183182
496.2962962962963,57.44414990448252
500.0,57.06912236967983
503.7037037037037,56.92680892490032
507.4074074074074,57.0585632687956
511.1111111111111,57.082066062228776
514.8148148148148,57.066929143024225
518.5185185185185,56.9262701212763
522.2222222222222,57.001428117443
525.9259259259259,57.13675236949707
529.6296296296296,57.03048376400721
533.3333333333334,56.853369459723105
537.0370370370371,56.78894592937651
540.7407407407408,56.534284931700945
544.4444444444445,56.4327112538121
548.1481481481482,56.08177027704116
551.8518518518518,55.42299176020922
555.5555555555555,54.90874454906476
559.2592592592592,54.39703520130618
562.962962962963,53.69672550256979
566.6666666666667,53.03196139869542
570.3703703703704,52.178994960765486
574.0740740740741,51.63766709715502
577.7777777777778,51.08809656949721
581.4814814814815,50.61767559067312
585.1851851851852,50.229573266583984
588.8888888888889,50.003189906182946
592.5925925925926,49.660178579093326
596.2962962962963,49.64590319263976
600.0,49.5071823092403
603.7037037037037,49.48063800649252
607.4074074074074,49.4610165991501
611.1111111111111,49.45410435831097
614.8148148148148,49.30363831546286
618.5185185185185,49.43024881093315
622.2222222222222,49.279522614109865
625.9259259259259,49.13513415554016
629.6296296296296,48.93172741573944
633.3333333333333,48.8465960502717
637.0370370370371,48.62369546725977
640.7407407407408,48.51830188474934
644.4444444444445,48.27344057619411
648.1481481481482,48.049213455397535
651.8518518518518,47.89328957541704
655.5555555555555,47.73191097088969
659.2592592592592,47.70666380110157
662.962962962963,47.77430048088814
666.6666666666667,47.730407551384005
670.3703703703704,47.5839542942145
674.0740740740741,47.67732029296564
677.7777777777778,47.80342746566417
681.4814814814815,48.06970126221459
